round_epochs,loss,f1_score,confusion_matrix_metric,val_loss,val_f1_score,val_confusion_matrix_metric,batch_size,dropout,lr,optimizer,units
20,0.05778330909175294,0.9815651,[[0.7965451  0.7590711  0.7461929  0.77272725 0.772344   0.8065173
  0.72542375 0.836886   0.52747256 0.67346936 0.7658802  0.7220339
  0.7792398  0.6708861  0.         0.86113155 0.90973634 0.76828265
  0.6886228  0.8803165  0.99139017]
 [0.80582523 0.7105978  0.5833333  0.7285714  0.70353305 0.7749511
  0.62028986 0.8608198  0.46153846 0.5857988  0.7056856  0.61918604
  0.72320217 0.55789477 0.         0.8720238  0.8952096  0.7638889
  0.6052632  0.88293654 0.99384886]
 [0.80115837 0.7340351  0.6547884  0.74999994 0.73633444 0.79041916
  0.66875    0.8486842  0.4923077  0.62658226 0.7345518  0.6666667
  0.750176   0.6091954  0.         0.8665435  0.90241456 0.7660795
  0.6442577  0.8816246  0.992618  ]],0.11377838099684962,0.973201,[[0.57664233 0.7008547  0.6086956  0.625      0.5902778  0.7826087
  0.6086956  0.7370518  0.5        0.6086956  0.82978725 0.6923077
  0.75409836 0.8        0.         0.8565737  0.90954775 0.8076923
  0.94736844 0.88709676 0.9821467 ]
 [0.72477067 0.57746476 0.23728813 0.4385965  0.56666666 0.6605505
  0.1891892  0.87677723 0.25       0.18421052 0.2867647  0.13432837
  0.64788735 0.16666667 0.         0.83984375 0.790393   0.5121951
  0.38297874 0.72687227 0.994956  ]
 [0.6422764  0.63320464 0.34146342 0.5154639  0.5782313  0.7164179
  0.28865978 0.80086577 0.33333334 0.28282827 0.4262295  0.22500001
  0.69696975 0.27586207 0.         0.84812623 0.8457944  0.6268657
  0.54545456 0.79903144 0.98850983]],64,0.1,0.1,Nadam,100
33,0.25693179374543307,0.9657082,[[0.46905538 0.3593023  0.507772   0.41276595 0.         0.
  0.5970149  0.6033237  0.         0.5955056  0.         0.
  0.5862069  0.3857143  0.         0.67140716 0.71028036 0.64145
  0.5508021  0.5226179  0.98341084]
 [0.5592233  0.41983697 0.3888889  0.27714285 0.         0.
  0.46376812 0.7959962  0.         0.4704142  0.         0.
  0.5305292  0.28421053 0.         0.66741073 0.75848305 0.6650327
  0.54210526 0.53869045 0.9933642 ]
 [0.51018596 0.38721803 0.44044945 0.33162394 0.         0.
  0.52202284 0.6863954  0.         0.52561986 0.         0.
  0.55698    0.3272727  0.         0.669403   0.7335908  0.6530285
  0.546419   0.5305324  0.9883625 ]],0.2812431910219894,0.96291316,[[0.44148937 0.35833332 0.42857143 0.19417475 0.         0.
  0.5135135  0.5198864  0.         0.35897437 0.         0.
  0.53741497 0.43636364 0.         0.6142857  0.7236842  0.53107345
  0.61538464 0.61256546 0.9855648 ]
 [0.7614679  0.6056338  0.10169491 0.3508772  0.         0.
  0.25675675 0.8672986  0.         0.18421052 0.         0.
  0.556338   0.5        0.         0.671875   0.720524   0.7642276
  0.5106383  0.5154185  0.98885524]
 [0.5589225  0.45026177 0.16438356 0.25       0.         0.
  0.34234238 0.65008885 0.         0.24347825 0.         0.
  0.5467128  0.46601942 0.         0.64179105 0.72210073 0.62666667
  0.55813956 0.5598086  0.9872073 ]],64,0.1,0.1,Adam,100
11,0.9016219500069306,0.9440615,[[0.        0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.9440615]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        1.       ]
 [0.        0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.971226 ]],0.8805665250370223,0.9453679,[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.9453679 ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         1.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.97191685]],64,0.1,0.1,RMSprop,100
20,0.015714059105125543,0.9951366,[[0.9628906  0.9211956  0.9716599  0.9563953  0.94827586 0.96237624
  0.953125   0.9479167  0.9010989  0.9721362  0.994941   0.9705015
  0.9221141  0.97837836 1.         0.9487555  0.98082745 0.9055375
  0.96756756 0.9642147  0.9977326 ]
 [0.95728153 0.9211956  0.95238096 0.94       0.92933947 0.9510763
  0.884058   0.9542421  0.78846157 0.92899406 0.9866221  0.9563953
  0.89959294 0.9526316  0.75       0.96428573 0.9700599  0.90849674
  0.94210523 0.9623016  0.9982727 ]
 [0.9600778  0.9211956  0.96192384 0.9481268  0.9387122  0.95669293
  0.9172932  0.95106894 0.8410257  0.9500757  0.9907641  0.9633968
  0.9107143  0.9653333  0.85714287 0.95645756 0.975414   0.90701467
  0.9546667  0.9632572  0.9980026 ]],0.08700254918850085,0.9776004,[[0.7177419  0.73188406 0.5        0.68       0.66412216 0.71681416
  0.55737704 0.8181818  0.53333336 0.5625     0.78518516 0.69491524
  0.71532845 0.68       0.         0.8531746  0.8408163  0.71484375
  0.7083333  0.82758623 0.98997146]
 [0.8165138  0.7112676  0.33898306 0.5964912  0.58       0.74311924
  0.45945945 0.81042653 0.4        0.47368422 0.7794118  0.6119403
  0.69014084 0.7083333  0.         0.83984375 0.8995633  0.74390244
  0.7234042  0.845815   0.991089  ]
 [0.76394844 0.7214285  0.4040404  0.635514   0.6192171  0.72972965
  0.5037037  0.8142857  0.45714286 0.51428574 0.7822879  0.6507937
  0.7025089  0.6938775  0.         0.84645665 0.8691983  0.72908366
  0.71578944 0.8366013  0.99052984]],64,0.1,0.01,Nadam,100
21,0.01723986985945256,0.9945785,[[0.9459459  0.92673    0.93650794 0.9556213  0.9548989  0.94621515
  0.94357365 0.92596066 0.8712871  0.9723926  0.99661016 0.94512194
  0.93045896 0.9411765  1.         0.94534713 0.9690927  0.8832237
  0.9836956  0.9712587  0.9976346 ]
 [0.9514563  0.9279891  0.93650794 0.92285717 0.94316435 0.9295499
  0.87246376 0.94184935 0.84615386 0.93786985 0.9832776  0.9011628
  0.90773404 0.9263158  0.5        0.95238096 0.9700599  0.877451
  0.9526316  0.9722222  0.99813354]
 [0.9486931  0.9273591  0.93650794 0.93895346 0.9489954  0.93780845
  0.9066265  0.9338374  0.85853654 0.95481926 0.98989904 0.9226191
  0.91895604 0.93368703 0.6666667  0.948851   0.96957606 0.88032794
  0.9679144  0.9717402  0.99788404]],0.08605501022220308,0.9780466,[[0.75238097 0.63793105 0.5555556  0.625      0.60365856 0.7280702
  0.5873016  0.7887931  0.6923077  0.6315789  0.8449612  0.66071427
  0.6918239  0.8235294  0.         0.82206404 0.90697676 0.7351779
  0.8333333  0.86915886 0.99059004]
 [0.72477067 0.7816901  0.2542373  0.61403507 0.66       0.7614679
  0.5        0.8672986  0.45       0.47368422 0.8014706  0.5522388
  0.7746479  0.5833333  0.         0.90234375 0.8515284  0.75609756
  0.63829786 0.81938326 0.99116105]
 [0.7383178  0.70253164 0.34883723 0.619469   0.63057333 0.7443946
  0.540146   0.8261851  0.5454545  0.5413534  0.82264155 0.60162604
  0.730897   0.68292683 0.         0.8603352  0.8783784  0.74549097
  0.72289157 0.84353745 0.9908754 ]],64,0.1,0.01,Adam,100
17,0.008470657077034779,0.9972445,[[0.9707031  0.9579946  0.976      0.9591837  0.97670805 0.9745098
  0.95348835 0.9742612  0.959596   0.9501466  0.99497485 0.98245615
  0.96211094 0.9790576  1.         0.9725112  0.9781746  0.9518272
  0.9790576  0.9810379  0.99882466]
 [0.96504855 0.9605978  0.96825397 0.94       0.96620584 0.9726027
  0.95072466 0.9742612  0.91346157 0.9585799  0.99331105 0.9767442
  0.96472186 0.98421055 0.75       0.9739583  0.9840319  0.9362745
  0.98421055 0.9751984  0.9990255 ]
 [0.96786755 0.9592944  0.9721116  0.9494949  0.9714286  0.9735553
  0.9521045  0.9742612  0.9359606  0.9543447  0.99414223 0.9795918
  0.9634146  0.98162735 0.85714287 0.9732342  0.9810945  0.9439868
  0.98162735 0.9781094  0.9989251 ]],0.11145417926178317,0.97768027,[[0.8039216  0.6511628  0.58064514 0.57377046 0.6779661  0.71028036
  0.75       0.8295964  0.5        0.64285713 0.8346457  0.73015875
