round_epochs,loss,f1_score,confusion_matrix_metric,val_loss,val_f1_score,val_confusion_matrix_metric,batch_size,dropout,lr,optimizer,tokens,units
37,0.07377062563862756,0.97705156,[[0.9543147  0.886076   0.89326334 0.85507244 0.9962963  0.9586466
  0.8364979  0.8946322  0.955414   0.8711434  0.9065041  0.9440559
  0.9306072  0.91013825 0.90561795 0.916      0.8937824  0.9518072
  0.92045456 1.         0.9878332 ]
 [0.8584475  0.8840413  0.9140555  0.65555555 0.9746377  0.89788735
  0.8067141  0.83798885 0.90361446 0.82901555 0.81386864 0.8794788
  0.9136253  0.91013825 0.90156597 0.77627116 0.80607474 0.9028571
  0.9310345  0.5        0.9929967 ]
 [0.90384614 0.88505745 0.90353984 0.7421383  0.985348   0.9272727
  0.82133603 0.86538464 0.92879254 0.8495576  0.85769236 0.9106239
  0.922038   0.91013825 0.9035874  0.84036696 0.84766585 0.92668617
  0.9257143  0.6666667  0.99040824]],0.2425302569564097,0.9391358,[[0.5        0.74384236 0.8203884  0.53333336 0.80508476 0.41666666
  0.71356785 0.6764706  0.6875     0.7017544  0.64444447 0.6964286
  0.81578946 0.6666667  0.7160494  0.41666666 0.64772725 0.75757575
  0.8206522  0.         0.96713907]
 [0.25581396 0.7989418  0.80094784 0.3809524  0.7723577  0.28846154
  0.6960784  0.56557375 0.5641026  0.625      0.58       0.5735294
  0.8378378  0.62650603 0.6744186  0.3125     0.5135135  0.6097561
  0.85795456 0.         0.9780298 ]
 [0.33846155 0.7704081  0.8105515  0.44444445 0.78838176 0.3409091
  0.70471466 0.6160714  0.6197183  0.6611571  0.6105263  0.62903225
  0.82666665 0.6459627  0.6946108  0.35714287 0.5728643  0.6756757
  0.83888894 0.         0.97255397]],64,0.1,0.001,Adam,20,100
42,0.05010868678583163,0.98419225,[[0.9375     0.8762183  0.89181286 0.835443   0.99489796 0.9405941
  0.82704127 0.8458213  0.9704142  0.8347222  0.91558444 0.95238096
  0.93762577 0.9159836  0.92276424 0.90847456 0.88379705 0.94857144
  0.92253524 0.         0.9917605 ]
 [0.8333333  0.86193675 0.9152288  0.63461536 0.9782609  0.84569734
  0.7772277  0.8063187  0.86315787 0.82216144 0.8173913  0.877193
  0.9395161  0.8833992  0.888454   0.7768116  0.8333333  0.8736842
  0.92160803 0.         0.9951097 ]
 [0.882353   0.86901885 0.90336907 0.72131145 0.98650926 0.89062506
  0.8013611  0.82559776 0.913649   0.82839423 0.863706   0.913242
  0.93856996 0.89939636 0.9052841  0.8375     0.8578236  0.9095891
  0.92207146 0.         0.9934323 ]],0.13746977747704742,0.9643982,[[0.6666667  0.7740586  0.86585367 0.65       0.85714287 0.525
  0.72477067 0.67460316 0.6571429  0.64788735 0.53521127 0.75
  0.8937198  0.73255813 0.68       0.47916666 0.61946905 0.8064516
  0.8394495  0.         0.9798744 ]
 [0.3846154  0.78723407 0.82879376 0.5416667  0.6923077  0.36206895
  0.63709676 0.55921054 0.53488374 0.59354836 0.6333333  0.54545456
  0.82222223 0.61165047 0.6732673  0.43396226 0.5072464  0.5555556
  0.81696427 0.         0.98895437]
 [0.48780492 0.7805907  0.84691846 0.5909091  0.7659574  0.4285714
  0.6781116  0.61151075 0.5897436  0.6195286  0.58015275 0.631579
  0.8564815  0.6666666  0.6766169  0.45544556 0.55776894 0.6578948
  0.82805425 0.         0.9843935 ]],64,0.1,0.001,Adam,40,100
48,0.033763439124711206,0.98948413,[[0.9170306  0.8696462  0.8999259  0.8243243  0.9931857  0.95364237
  0.8366465  0.8702624  0.9537572  0.849162   0.9053255  0.9030303
  0.94076306 0.8787879  0.89390963 0.9166667  0.85871273 0.9388889
  0.91043305 0.         0.99493575]
 [0.8333333  0.8903718  0.9032738  0.58653843 0.9749164  0.852071
  0.7908497  0.8100407  0.8684211  0.82608694 0.8742857  0.86627907
  0.93512976 0.851272   0.88349515 0.76521736 0.8402458  0.8894737
  0.91765875 0.         0.99676204]
 [0.87318087 0.879887   0.9015967  0.6853933  0.9839663  0.9
  0.81310374 0.83907235 0.9090909  0.8374656  0.8895349  0.884273
  0.9379379  0.8648111  0.8886719  0.83412325 0.84937894 0.91351354
  0.9140316  0.         0.99584806]],0.09427960075904952,0.9753898,[[0.7826087  0.779661   0.84528303 0.6923077  0.82051283 0.54285717
  0.7201646  0.64705884 0.6944444  0.6865672  0.44444445 0.625
  0.8583691  0.71590906 0.7171717  0.4318182  0.6146789  0.71428573
  0.8114754  0.         0.98758495]
 [0.34615386 0.77310926 0.85823756 0.375      0.73282444 0.3220339
  0.69721115 0.56774193 0.5681818  0.58598727 0.6451613  0.45454547
  0.8695652  0.6057692  0.6960784  0.35185185 0.4820144  0.5555556
  0.8646288  0.         0.99183184]
 [0.48000005 0.7763713  0.8517111  0.4864865  0.7741935  0.40425533
  0.708502   0.60481095 0.625      0.63230246 0.5263158  0.52631575
  0.8639309  0.65625    0.7064676  0.38775507 0.5403226  0.62500006
  0.8372093  0.         0.9897038 ]],64,0.1,0.001,Adam,60,100
56,0.023712312524146007,0.99245125,[[0.9295154  0.8815166  0.9024211  0.8648649  0.9914383  0.9543974
  0.8428819  0.8797654  0.9461078  0.8473389  0.8985075  0.93113774
  0.9458918  0.8995984  0.894027   0.9134948  0.8820755  0.94413406
  0.91814595 0.         0.996267  ]
 [0.8373016  0.8840304  0.9151786  0.60952383 0.96822745 0.8668639
  0.7933006  0.8130081  0.83157897 0.8208955  0.86       0.9040698
  0.9421158  0.875      0.8992248  0.76521736 0.86042947 0.8894737
  0.9236111  0.         0.9976869 ]
 [0.8810021  0.8827717  0.90875506 0.71508384 0.97969544 0.9085271
  0.81734    0.84507036 0.88515407 0.8339076  0.87883216 0.9174042
  0.94399995 0.8871287  0.89661837 0.8328076  0.87111807 0.9159892
  0.9208704  0.         0.9969765 ]],0.06906483730438295,0.9824939,[[0.77272725 0.7619048  0.86259544 0.73333335 0.8584071  0.5
  0.7309237  0.6771653  0.7297297  0.6458333  0.5441176  0.66129035
  0.8541667  0.70652175 0.7311828  0.4888889  0.63917524 0.725
  0.81376517 0.         0.991218  ]
 [0.32692307 0.8033473  0.8659004  0.45833334 0.740458   0.30508474
  0.7250996  0.5548387  0.6136364  0.5923567  0.5967742  0.53246754
  0.8836207  0.625      0.6666667  0.4        0.44604316 0.64444447
  0.8701299  0.         0.9943871 ]
 [0.45945942 0.78207743 0.86424476 0.5641026  0.795082   0.37894738
  0.72800004 0.6099291  0.6666666  0.61794025 0.5692308  0.5899281
  0.8686441  0.6632653  0.69743586 0.44       0.5254237  0.68235296
  0.84100413 0.         0.99280006]],64,0.1,0.001,Adam,80,100
