round_epochs,loss,f1_score,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_2,recall_2,f1_2,precision_3,recall_3,f1_3,precision_4,recall_4,f1_4,precision_5,recall_5,f1_5,precision_6,recall_6,f1_6,precision_7,recall_7,f1_7,precision_8,recall_8,f1_8,precision_9,recall_9,f1_9,precision_10,recall_10,f1_10,precision_11,recall_11,f1_11,precision_12,recall_12,f1_12,precision_13,recall_13,f1_13,precision_14,recall_14,f1_14,precision_15,recall_15,f1_15,precision_16,recall_16,f1_16,precision_17,recall_17,f1_17,precision_18,recall_18,f1_18,precision_19,recall_19,f1_19,precision_20,recall_20,f1_20,val_loss,val_f1_score,val_precision_0,val_recall_0,val_f1_0,val_precision_1,val_recall_1,val_f1_1,val_precision_2,val_recall_2,val_f1_2,val_precision_3,val_recall_3,val_f1_3,val_precision_4,val_recall_4,val_f1_4,val_precision_5,val_recall_5,val_f1_5,val_precision_6,val_recall_6,val_f1_6,val_precision_7,val_recall_7,val_f1_7,val_precision_8,val_recall_8,val_f1_8,val_precision_9,val_recall_9,val_f1_9,val_precision_10,val_recall_10,val_f1_10,val_precision_11,val_recall_11,val_f1_11,val_precision_12,val_recall_12,val_f1_12,val_precision_13,val_recall_13,val_f1_13,val_precision_14,val_recall_14,val_f1_14,val_precision_15,val_recall_15,val_f1_15,val_precision_16,val_recall_16,val_f1_16,val_precision_17,val_recall_17,val_f1_17,val_precision_18,val_recall_18,val_f1_18,val_precision_19,val_recall_19,val_f1_19,val_precision_20,val_recall_20,val_f1_20,dim,dropout,filter_size,filters,lr,optimizer,units
62,0.03995786979794502,0.9872232675552368,0.8717948794364929,0.7423580884933472,0.801886796951294,0.8087649345397949,0.6789297461509705,0.7381817698478699,0.8085106611251831,0.4470588266849518,0.575757622718811,0.8689956068992615,0.8805309534072876,0.8747252821922302,0.9835680723190308,0.9269911646842957,0.9544419646263123,0.9224806427955627,0.8439716100692749,0.8814814686775208,0.8527131676673889,0.7692307829856873,0.8088235259056091,0.8861788511276245,0.7622377872467041,0.8195488452911377,0.8928571343421936,0.8361204266548157,0.8635578751564026,0.934502899646759,0.9334112405776978,0.9339567422866821,0.9058823585510254,0.7777777910232544,0.8369565606117249,0.7756714224815369,0.7881219983100891,0.7818471789360046,0.8943396210670471,0.8116438388824463,0.8509874939918518,0.8341463208198547,0.8234350085258484,0.8287560343742371,0.8481283187866211,0.8733479976654053,0.8605533838272095,0.7869198322296143,0.7342519760131836,0.759674072265625,0.8798554539680481,0.887876033782959,0.8838475346565247,0.8678414225578308,0.8678414225578308,0.8678414225578308,1.0,0.5,0.6666666865348816,0.9204152226448059,0.9289872050285339,0.9246813654899597,0.9938271045684814,0.9958762526512146,0.9948505759239197,0.08741725981235504,0.9774974584579468,0.5573770403862,0.35789474844932556,0.43589746952056885,0.6029411554336548,0.3445378243923187,0.43850263953208923,0.6206896305084229,0.4285714328289032,0.5070422291755676,0.7577639818191528,0.726190447807312,0.7416413426399231,0.8047945499420166,0.9003831148147583,0.8499096035957336,0.7662337422370911,0.7108433842658997,0.737500011920929,0.7094972133636475,0.5669642686843872,0.6302729249000549,0.6470588445663452,0.6707317233085632,0.6586827039718628,0.6339285969734192,0.6574074029922485,0.6454545259475708,0.8682795763015747,0.8544973731040955,0.861333429813385,0.5813953280448914,0.43478259444236755,0.4975124001502991,0.6963562965393066,0.6564885377883911,0.6758349537849426,0.6589147448539734,0.7083333134651184,0.6827309131622314,0.7623318433761597,0.6439393758773804,0.6981519460678101,0.8145896792411804,0.7570621371269226,0.784773051738739,0.7149321436882019,0.716553270816803,0.715741753578186,0.8610567450523376,0.8445297479629517,0.8527132272720337,0.7677419185638428,0.7083333134651184,0.7368420958518982,0.0,0.0,0.0,0.8598382472991943,0.8372703194618225,0.8484042882919312,0.9887527823448181,0.9923613667488098,0.9905537366867065,400,0.1,2,32,0.001,Adam,100
52,0.03342285379767418,0.9889383912086487,0.8844221234321594,0.7685589790344238,0.822429895401001,0.8301886916160583,0.735785961151123,0.7801417708396912,0.7611940503120422,0.6000000238418579,0.6710526347160339,0.8849557638168335,0.8849557638168335,0.8849557638168335,0.9668141603469849,0.9668141603469849,0.9668141603469849,0.9262295365333557,0.8014184236526489,0.8593155741691589,0.8607594966888428,0.8321678042411804,0.8462221622467041,0.93388432264328,0.7902097702026367,0.8560605645179749,0.8719723224639893,0.8428093791007996,0.8571428060531616,0.9350348114967346,0.9415887594223022,0.9383003115653992,0.8838951587677002,0.7946127653121948,0.8368794322013855,0.8398692607879639,0.8250401020050049,0.8323886394500732,0.8664259910583496,0.8219178318977356,0.8435852527618408,0.8608837723731995,0.8443017601966858,0.8525121212005615,0.8829431533813477,0.8722466826438904,0.8775622844696045,0.8082744479179382,0.788385808467865,0.7982062697410583,0.902614951133728,0.912488579750061,0.9075249433517456,0.8758170008659363,0.8854625821113586,0.8806133270263672,1.0,0.25,0.4000000059604645,0.9373549818992615,0.9406286478042603,0.938988983631134,0.9948768019676208,0.9962825775146484,0.995579183101654,0.08612049371004105,0.9784728288650513,0.6481481194496155,0.3684210479259491,0.46979865431785583,0.54347825050354,0.42016807198524475,0.4739336669445038,0.6333333253860474,0.4523809552192688,0.5277777314186096,0.7247191071510315,0.7678571343421936,0.7456647753715515,0.9083333611488342,0.8352490663528442,0.8702594637870789,0.8358209133148193,0.6746987700462341,0.746666669845581,0.7844311594963074,0.5848214030265808,0.6700767278671265,0.78125,0.6097561120986938,0.6849315166473389,0.6435643434524536,0.6018518805503845,0.6220096349716187,0.8898305296897888,0.8333333134651184,0.8606557250022888,0.5666666626930237,0.4434782564640045,0.497560977935791,0.7058823704719543,0.6870229244232178,0.6963250041007996,0.7169811129570007,0.6333333253860474,0.6725664138793945,0.7682926654815674,0.7159090638160706,0.7411764860153198,0.785515308380127,0.7966101765632629,0.791023850440979,0.7285714149475098,0.6938775777816772,0.710801362991333,0.8579766750335693,0.8464491367340088,0.852173924446106,0.7212121486663818,0.7083333134651184,0.714714765548706,0.0,0.0,0.0,0.8811594247817993,0.7979002594947815,0.8374655246734619,0.9886531829833984,0.9934081435203552,0.991024911403656,400,0.1,2,64,0.001,Adam,100
43,0.02853950671851635,0.9906662106513977,0.9275362491607666,0.8384279608726501,0.8807339668273926,0.86328125,0.739130437374115,0.7963963747024536,0.7631579041481018,0.6823529601097107,0.7204969525337219,0.89670330286026,0.9026548862457275,0.8996692895889282,0.9602649211883545,0.9623894095420837,0.9613259434700012,0.8992805480957031,0.8865247964859009,0.8928570747375488,0.904013991355896,0.9055944085121155,0.9048035144805908,0.9384615421295166,0.8531468510627747,0.8937729597091675,0.9460431933403015,0.8795986771583557,0.9116118550300598,0.9498834609985352,0.952102780342102,0.9509918689727783,0.9045801758766174,0.7979797720909119,0.8479427695274353,0.8681672215461731,0.8667736649513245,0.867469847202301,0.9063670635223389,0.8287671208381653,0.8658319115638733,0.8742038011550903,0.8812199234962463,0.8776978254318237,0.8908489346504211,0.8898678421974182,0.8903581500053406,0.8406091332435608,0.8149606585502625,0.8275862336158752,0.9082733988761902,0.9206928014755249,0.914440929889679,0.9017467498779297,0.9096916317939758,0.9057018160820007,1.0,0.5,0.6666666865348816,0.9512194991111755,0.9534342288970947,0.9523255228996277,0.9956746101379395,0.9967131614685059,0.9961936473846436,0.08662977814674377,0.9782422780990601,0.5232558250427246,0.4736842215061188,0.49723759293556213,0.5657894611358643,0.3613445460796356,0.44102561473846436,0.517241358757019,0.3571428656578064,0.4225351810455322,0.7469135522842407,0.7202380895614624,0.7333332896232605,0.8784313797950745,0.8582375645637512,0.8682170510292053,0.8260869383811951,0.6867470145225525,0.75,0.7291666865348816,0.625,0.6730769276618958,0.7058823704719543,0.5853658318519592,0.6399999856948853,0.686274528503418,0.6481481194496155,0.6666666865348816,0.8873626589775085,0.8544973731040955,0.8706199526786804,0.512499988079071,0.35652172565460205,0.4205128252506256,0.6819788217544556,0.7366412281990051,0.7082568407058716,0.7289719581604004,0.6499999761581421,0.6872246265411377,0.7613168954849243,0.7007575631141663,0.7297830581665039,0.7373737096786499,0.8248587846755981,0.778666615486145,0.7334963083267212,0.680272102355957,0.7058823108673096,0.8708415031433105,0.8541266918182373,0.862403154373169,0.7083333134651184,0.7083333134651184,0.7083333730697632,0.0,0.0,0.0,0.8488063812255859,0.8398950099945068,0.8443272113800049,0.9894927144050598,0.9924320578575134,0.9909601807594299,400,0.1,2,128,0.001,Adam,100
35,0.02624141238629818,0.99178147315979,0.9269406199455261,0.8864628672599792,0.9062499403953552,0.9034749269485474,0.782608687877655,0.8387097120285034,0.7777777910232544,0.5764706134796143,0.662162184715271,0.9126637578010559,0.9247787594795227,0.9186813235282898,0.9865168333053589,0.971238911151886,0.9788182377815247,0.9538461565971375,0.8794326186180115,0.9151291251182556,0.9221014380455017,0.8898601531982422,0.9056938886642456,0.9621211886405945,0.8881118893623352,0.9236363768577576,0.9397163391113281,0.8862876296043396,0.912220299243927,0.9476743936538696,0.952102780342102,0.9498834013938904,0.921933114528656,0.8350168466567993,0.8763251304626465,0.8841761946678162,0.869983971118927,0.8770226240158081,0.9117646813392639,0.8493150472640991,0.8794325590133667,0.9198036193847656,0.9020866751670837,0.9108589887619019,0.897936999797821,0.9107929468154907,0.9043192863464355,0.8544176816940308,0.837598443031311,0.845924437046051,0.9195298552513123,0.9270738363265991,0.9232864379882812,0.9140968918800354,0.9140968918800354,0.9140968918800354,1.0,0.5,0.6666666865348816,0.9482758641242981,0.9604191184043884,0.9543088674545288,0.9961110949516296,0.9972407221794128,0.9966756105422974,0.08594871312379837,0.9781860709190369,0.5319148898124695,0.5263158082962036,0.5291005373001099,0.5199999809265137,0.43697479367256165,0.47488585114479065,0.5517241358757019,0.380952388048172,0.4507042169570923,0.7352941036224365,0.7440476417541504,0.7396450042724609,0.8818897604942322,0.8582375645637512,0.8699029088020325,0.800000011920929,0.6746987700462341,0.7320261597633362,0.7094972133636475,0.5669642686843872,0.6302729249000549,0.7681159377098083,0.6463414430618286,0.7019867897033691,0.6302521228790283,0.6944444179534912,0.6607929468154907,0.8680738806724548,0.8703703880310059,0.8692205548286438,0.5510203838348389,0.469565212726593,0.5070422887802124,0.71484375,0.6984732747077942,0.7065637111663818,0.6936936974525452,0.6416666507720947,0.6666666865348816,0.7721518874168396,0.6931818127632141,0.7305389642715454,0.8380952477455139,0.7457627058029175,0.7892376780509949,0.7644110321998596,0.6916099786758423,0.726190447807312,0.8875501751899719,0.8483685255050659,0.8675171136856079,0.6446700692176819,0.7559523582458496,0.6958904266357422,0.0,0.0,0.0,0.8389610648155212,0.847769021987915,0.8433420062065125,0.9892274737358093,0.9924179315567017,0.9908201694488525,400,0.1,2,256,0.001,Adam,100
58,0.038628291338682175,0.9878169894218445,0.8783068656921387,0.7248908281326294,0.7942584156990051,0.8152610659599304,0.6789297461509705,0.7408758997917175,0.692307710647583,0.42352941632270813,0.525547444820404,0.8678414225578308,0.8716813921928406,0.8697571754455566,0.9646798968315125,0.9668141603469849,0.9657458662986755,0.9457364082336426,0.8652482032775879,0.9037036895751953,0.8516483306884766,0.8129370808601379,0.8318426012992859,0.9344262480735779,0.7972028255462646,0.860377311706543,0.8846153616905212,0.8461538553237915,0.8649572730064392,0.9357476830482483,0.9357476830482483,0.9357476830482483,0.8816794157028198,0.7777777910232544,0.8264758586883545,0.8095238208770752,0.7913322448730469,0.8003246784210205,0.8681318759918213,0.8116438388824463,0.8389380574226379,0.8381876945495605,0.8314606547355652,0.8348106145858765,0.8602860569953918,0.8612334728240967,0.8607594966888428,0.8149732351303101,0.75,0.7811378240585327,0.8881875276565552,0.8979033827781677,0.8930190205574036,0.8898876309394836,0.8722466826438904,0.8809788823127747,0.0,0.0,0.0,0.9301513433456421,0.9301513433456421,0.9301513433456421,0.9940633773803711,0.9961491823196411,0.9951052069664001,0.09020151197910309,0.9772807359695435,0.5652173757553101,0.410526305437088,0.47560977935791016,0.5142857432365417,0.3025210201740265,0.380952388048172,0.7058823704719543,0.2857142984867096,0.4067796766757965,0.6767676472663879,0.7976190447807312,0.7322404384613037,0.9247787594795227,0.8007662892341614,0.8583162426948547,0.8059701323509216,0.650602400302887,0.7199999690055847,0.7455621361732483,0.5625,0.6412214040756226,0.8214285969734192,0.5609756112098694,0.6666666865348816,0.7027027010917664,0.7222222089767456,0.7123287916183472,0.8491048812866211,0.8783068656921387,0.8634589910507202,0.5517241358757019,0.417391300201416,0.4752475321292877,0.6951219439506531,0.652671754360199,0.6732283234596252,0.6608695387840271,0.6333333253860474,0.6468085050582886,0.7350427508354187,0.6515151262283325,0.6907630562782288,0.7666666507720947,0.7796609997749329,0.7731093168258667,0.7238605618476868,0.6122449040412903,0.6633906364440918,0.8535645604133606,0.850287914276123,0.8519231677055359,0.675000011920929,0.8035714030265808,0.7336956858634949,0.0,0.0,0.0,0.8440860509872437,0.8241469860076904,0.833997368812561,0.9884225130081177,0.9927150011062622,0.9905641078948975,400,0.1,3,32,0.001,Adam,100
43,0.03865930810570717,0.9876919984817505,0.866995096206665,0.7685589790344238,0.8148148655891418,0.8306451439857483,0.6889632344245911,0.7531992793083191,0.7948718070983887,0.364705890417099,0.5,0.8668122291564941,0.8783186078071594,0.872527539730072,0.9665178656578064,0.9579645991325378,0.9622222185134888,0.9512194991111755,0.8297872543334961,0.8863635659217834,0.8441064357757568,0.7762237787246704,0.8087431788444519,0.9272727370262146,0.7132866978645325,0.8063240647315979,0.8833922147750854,0.8361204266548157,0.8591064810752869,0.924593985080719,0.9310747385025024,0.9278230667114258,0.8634686470031738,0.7878788113594055,0.8239436745643616,0.8151814937591553,0.7929373979568481,0.8039056062698364,0.8636363744735718,0.7808219194412231,0.8201438784599304,0.8693467378616333,0.8330658078193665,0.8508195877075195,0.8774834275245667,0.8755506873130798,0.8765159845352173,0.8069254755973816,0.7568897604942322,0.7811071872711182,0.888283371925354,0.8915223479270935,0.8898999691009521,0.8580645322799683,0.8788546323776245,0.8683351278305054,0.0,0.0,0.0,0.919447660446167,0.9301513433456421,0.9247685670852661,0.9938100576400757,0.9960339069366455,0.9949207305908203,0.08655164390802383,0.977874219417572,0.6153846383094788,0.3368421196937561,0.4353741705417633,0.5964912176132202,0.2857142984867096,0.3863636553287506,0.6296296119689941,0.4047619104385376,0.49275362491607666,0.7371428608894348,0.7678571343421936,0.7521865963935852,0.8931623697280884,0.8007662892341614,0.8444443941116333,0.8360655903816223,0.6144578456878662,0.7083333730697632,0.7434554696083069,0.6339285969734192,0.6843373775482178,0.8245614171028137,0.5731707215309143,0.6762589812278748,0.6969696879386902,0.6388888955116272,0.6666666269302368,0.8312020301818848,0.8597883582115173,0.8452535271644592,0.6129032373428345,0.33043476939201355,0.4293785095214844,0.7176470756530762,0.6984732747077942,0.7079303860664368,0.6779661178588867,0.6666666865348816,0.6722689270973206,0.7569721341133118,0.7196969985961914,0.7378641366958618,0.8109756112098694,0.7514124512672424,0.7800586223602295,0.6768916249275208,0.7505668997764587,0.7118279933929443,0.8488371968269348,0.8406909704208374,0.8447443842887878,0.738095223903656,0.738095223903656,0.738095223903656,0.0,0.0,0.0,0.8463611602783203,0.8241469860076904,0.835106372833252,0.9887852668762207,0.992771565914154,0.990774393081665,400,0.1,3,64,0.001,Adam,100
39,0.030451569706201553,0.9901418089866638,0.9350000023841858,0.8165938854217529,0.8717949390411377,0.8716981410980225,0.7725752592086792,0.8191489577293396,0.8305084705352783,0.5764706134796143,0.6805555820465088,0.9123595356941223,0.8982300758361816,0.9052397012710571,0.9820224642753601,0.9668141603469849,0.9743589758872986,0.9259259104728699,0.8865247964859009,0.9057971239089966,0.8713768124580383,0.8409090638160706,0.8558719158172607,0.9389312863349915,0.8601398468017578,0.8978102803230286,0.9323843121528625,0.8762542009353638,0.9034482836723328,0.9499418139457703,0.9532710313796997,0.9516035318374634,0.9261992573738098,0.8451178669929504,0.8838028311729431,0.8320126533508301,0.8426966071128845,0.8373205661773682,0.9104477763175964,0.835616409778595,0.8714285492897034,0.8596774339675903,0.8555377125740051,0.8576025366783142,0.8788546323776245,0.8788546323776245,0.8788546323776245,0.8354166746139526,0.789370059967041,0.8117408752441406,0.9138712882995605,0.91886967420578,0.9163635969161987,0.9020044803619385,0.892070472240448,0.8970099091529846,1.0,0.25,0.4000000059604645,0.9388696551322937,0.9476134777069092,0.9432212710380554,0.9952770471572876,0.9967919588088989,0.9960339069366455,0.08870526403188705,0.9769487977027893,0.5535714030265808,0.3263157904148102,0.41059601306915283,0.5249999761581421,0.3529411852359772,0.42211055755615234,0.6086956262588501,0.3333333432674408,0.4307692050933838,0.6456310749053955,0.7916666865348816,0.7112299203872681,0.8987341523170471,0.8160919547080994,0.8554216623306274,0.779411792755127,0.6385542154312134,0.7019867897033691,0.7401130199432373,0.5848214030265808,0.6533665657043457,0.6849315166473389,0.6097561120986938,0.6451613306999207,0.6330274939537048,0.6388888955116272,0.635944664478302,0.843187689781189,0.8677248954772949,0.855280339717865,0.5180723071098328,0.373913049697876,0.4343434274196625,0.7310924530029297,0.6641221642494202,0.6960000395774841,0.6370967626571655,0.6583333611488342,0.6475409865379333,0.7468879818916321,0.6818181872367859,0.7128713130950928,0.7461140155792236,0.8135592937469482,0.7783783674240112,0.6659291982650757,0.682539701461792,0.6741321682929993,0.8653846383094788,0.863723635673523,0.8645532727241516,0.6530612111091614,0.761904776096344,0.7032967209815979,0.0,0.0,0.0,0.8463611602783203,0.8241469860076904,0.835106372833252,0.9894285202026367,0.9916399121284485,0.9905330538749695,400,0.1,3,128,0.001,Adam,100
34,0.026877237483859062,0.9912729859352112,0.9241706132888794,0.8515284061431885,0.8863636255264282,0.890625,0.7625418305397034,0.8216217160224915,0.8253968358039856,0.6117647290229797,0.7027027010917664,0.9301801919937134,0.9137167930603027,0.921875,0.9886877536773682,0.9668141603469849,0.9776285886764526,0.9692307710647583,0.8936170339584351,0.9298893213272095,0.8828828930854797,0.8566433787345886,0.8695651888847351,0.9674796462059021,0.8321678042411804,0.8947367668151855,0.9184397459030151,0.8662207126617432,0.8915662169456482,0.9479768872261047,0.9579439163208008,0.9529343843460083,0.9265734553337097,0.8922559022903442,0.9090909361839294,0.8691437840461731,0.8635634183883667,0.8663445711135864,0.921933114528656,0.8493150472640991,0.8841354846954346,0.8876221776008606,0.874799370765686,0.8811641335487366,0.8966267704963684,0.907489001750946,0.9020251631736755,0.8492871522903442,0.8208661675453186,0.8348347544670105,0.9083557724952698,0.9216043949127197,0.914932131767273,0.9008810520172119,0.9008810520172119,0.9008810520172119,0.0,0.0,0.0,0.949191689491272,0.9569266438484192,0.9530434608459473,0.995948076248169,0.9972043633460999,0.9965758323669434,0.08776199817657471,0.9779006242752075,0.625,0.42105263471603394,0.5031446218490601,0.5671641826629639,0.3193277418613434,0.40860217809677124,0.47999998927116394,0.2857142984867096,0.3582089841365814,0.7237569093704224,0.7797619104385376,0.7507163286209106,0.9135802388191223,0.8505747318267822,0.8809524178504944,0.7941176295280457,0.650602400302887,0.7152317762374878,0.7701149582862854,0.5982142686843872,0.6733667850494385,0.7571428418159485,0.6463414430618286,0.6973683834075928,0.5808823704719543,0.7314814925193787,0.6475409865379333,0.8661202192306519,0.8386243581771851,0.852150559425354,0.5476190447807312,0.4000000059604645,0.4623115360736847,0.7783251404762268,0.6030534505844116,0.6795699000358582,0.7064220309257507,0.6416666507720947,0.6724890470504761,0.7840375304222107,0.6325757503509521,0.7002096176147461,0.7377892136573792,0.8107344508171082,0.7725437879562378,0.7177033424377441,0.680272102355957,0.6984866261482239,0.8699808716773987,0.8733205199241638,0.8716474771499634,0.7102272510528564,0.7440476417541504,0.7267441749572754,0.0,0.0,0.0,0.8453333377838135,0.8320209980010986,0.8386243581771851,0.9885627627372742,0.9927998781204224,0.9906768202781677,400,0.1,3,256,0.001,Adam,100
48,0.04241038113832474,0.9866655468940735,0.8564356565475464,0.7554585337638855,0.802784264087677,0.8548387289047241,0.7090300917625427,0.775137186050415,0.7333333492279053,0.38823530077934265,0.5076923370361328,0.8741722106933594,0.8761062026023865,0.8751381039619446,0.968539297580719,0.9535398483276367,0.9609810709953308,0.9590163826942444,0.8297872543334961,0.8897339105606079,0.8326995968818665,0.7657342553138733,0.7978141903877258,0.9274193644523621,0.8041958212852478,0.8614232540130615,0.8793103694915771,0.8528428077697754,0.8658743500709534,0.9250288605690002,0.9369158744812012,0.930934488773346,0.8705882430076599,0.747474730014801,0.804347813129425,0.7926045060157776,0.7913322448730469,0.7919678688049316,0.8690909147262573,0.818493127822876,0.843033492565155,0.813838541507721,0.7929373979568481,0.8032520413398743,0.8534201979637146,0.865638792514801,0.8594860434532166,0.7841880321502686,0.7224409580230713,0.7520492076873779,0.8687050342559814,0.8805834054946899,0.8746039271354675,0.8565121293067932,0.8546255230903625,0.8555678129196167,0.0,0.0,0.0,0.9044879078865051,0.9150174856185913,0.9097222089767456,0.9937177896499634,0.9957004189491272,0.9947080612182617,0.09643643349409103,0.9760150909423828,0.5102040767669678,0.2631579041481018,0.3472222089767456,0.6304348111152649,0.24369747936725616,0.35151514410972595,0.6875,0.261904776096344,0.37931036949157715,0.75,0.6964285969734192,0.7222222685813904,0.9241706132888794,0.7471264600753784,0.8262711763381958,0.8333333134651184,0.6024096608161926,0.6993007063865662,0.7643312215805054,0.5357142686843872,0.6299212574958801,0.8163265585899353,0.4878048896789551,0.6106870174407959,0.699999988079071,0.5833333134651184,0.6363636255264282,0.8732782602310181,0.8386243581771851,0.8556005954742432,0.6346153616905212,0.2869565188884735,0.39520958065986633,0.6652542352676392,0.5992366671562195,0.6305221319198608,0.7281553149223328,0.625,0.6726456880569458,0.7477477192878723,0.6287878751754761,0.6831275224685669,0.792569637298584,0.7231638431549072,0.7562777400016785,0.7362318634986877,0.5759637355804443,0.6463104486465454,0.8719007968902588,0.8099808096885681,0.8398009538650513,0.7467532753944397,0.6845238208770752,0.7142857313156128,0.0,0.0,0.0,0.843137264251709,0.7900262475013733,0.8157181739807129,0.9846373796463013,0.9945822358131409,0.989584743976593,400,0.1,4,32,0.001,Adam,100
47,0.033720292150974274,0.9890548586845398,0.9029126167297363,0.8122270703315735,0.8551724553108215,0.8966942429542542,0.7257525324821472,0.8022181391716003,0.9090909361839294,0.5882353186607361,0.7142857313156128,0.9045454263687134,0.8805309534072876,0.8923766613006592,0.9909090995788574,0.9646017551422119,0.9775784611701965,0.9527559280395508,0.8581560254096985,0.9029850959777832,0.8638059496879578,0.809440553188324,0.8357400298118591,0.9527559280395508,0.8461538553237915,0.8962963223457336,0.8736842274665833,0.832775890827179,0.8527397513389587,0.9198645353317261,0.952102780342102,0.9357060194015503,0.9346153736114502,0.8181818127632141,0.8725314140319824,0.8208469152450562,0.8089887499809265,0.8148747682571411,0.9054545164108276,0.8527397513389587,0.8783069252967834,0.8561983704566956,0.8314606547355652,0.8436482548713684,0.8644808530807495,0.8711453676223755,0.8678002953529358,0.8238341808319092,0.7824802994728088,0.8026249408721924,0.8952122926712036,0.9033728241920471,0.8992739915847778,0.8738937973976135,0.8700440526008606,0.8719646334648132,0.0,0.0,0.0,0.9187642931938171,0.9348078966140747,0.926716685295105,0.9948967695236206,0.9966464042663574,0.9957708120346069,0.09390131384134293,0.9766120910644531,0.5671641826629639,0.4000000059604645,0.4691358208656311,0.5176470875740051,0.36974790692329407,0.4313725531101227,0.5161290168762207,0.380952388048172,0.4383561909198761,0.660287082195282,0.8214285969734192,0.73209547996521,0.9016393423080444,0.8429118990898132,0.8712871670722961,0.8115941882133484,0.6746987700462341,0.7368420958518982,0.7156862616539001,0.6517857313156128,0.6822429895401001,0.6710526347160339,0.6219512224197388,0.6455696225166321,0.6333333253860474,0.7037037014961243,0.6666666269302368,0.8860399127006531,0.8227513432502747,0.8532236218452454,0.5,0.46086955070495605,0.479638010263443,0.7488151788711548,0.6030534505844116,0.6680760979652405,0.6000000238418579,0.699999988079071,0.6461538672447205,0.7260869741439819,0.6325757503509521,0.6761133670806885,0.7647058963775635,0.7344632744789124,0.7492795586585999,0.7438691854476929,0.6190476417541504,0.6757425665855408,0.863095223903656,0.834932804107666,0.8487804532051086,0.6105769276618958,0.7559523582458496,0.6755319237709045,0.0,0.0,0.0,0.8461538553237915,0.808398962020874,0.826845645904541,0.9885700345039368,0.992219865322113,0.9903916120529175,400,0.1,4,64,0.001,Adam,100
