round_epochs,loss,f1_score,val_loss,val_f1_score,batch_size,dropout,filter_size,filters,lr,optimizer,units
42,0.03890799619605608,0.98755044,0.07835859722110167,0.97810924,64,0.1,2,128,0.001,Adam,50
65,0.036454015733482684,0.98827857,0.08082801712631205,0.9782497,64,0.3,2,128,0.001,Adam,50
71,0.04542042941690606,0.9849675,0.07956547740775818,0.97824603,64,0.5,2,128,0.001,Adam,50
93,0.05659262049142445,0.9819737,0.07943363694793847,0.977801,64,0.7,2,128,0.001,Adam,50
