round_epochs,loss,f1_score,val_loss,val_f1_score,batch_size,dropout,filter_size,filters,lr,optimizer,units
44,0.034529570672904776,0.9888643,0.07874330145380477,0.97864354,32,0.3,2,128,0.001,Adam,50
62,0.03489234731924311,0.98865443,0.08020125221897535,0.9784934,64,0.3,2,128,0.001,Adam,50
80,0.041341269371387,0.98674744,0.08213417753780246,0.97761184,128,0.3,2,128,0.001,Adam,50
100,0.05344790648494926,0.9831093,0.08132516964254977,0.97728103,256,0.3,2,128,0.001,Adam,50
